customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9472-CCVEV,Male,0,No,Yes,9,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),73.23,666.72,No
5703-CMUHT,Female,0,No,Yes,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),102.03,1029.48,Yes
3665-BDRSD,Male,0,No,Yes,67,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,84.2,5639.28,Yes
9723-ZIPZF,Male,0,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.67,100.53,No
8704-DIMIF,Male,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.69,105.41,Yes
2140-SNUOC,Female,0,Yes,No,58,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.58,3823.98,Yes
3852-URNPN,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,74.39,5048.96,No
8430-NFUOT,Male,1,No,Yes,41,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),86.41,3527.76,Yes
1839-BHAZQ,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,31.8,1691.16,No
2650-EVTPG,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,91.5,93.66,Yes
7278-RRBON,Female,0,No,Yes,52,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,88.25,4591.38,Yes
4358-RINEK,Male,1,No,No,54,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,67.83,3651.48,Yes
3791-EKEQV,Female,1,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),33.25,2220.15,No
5959-DOSVB,Male,0,No,No,43,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.81,3742.72,Yes
8696-LYXQJ,Male,0,Yes,No,54,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.16,5308.87,No
9401-SRMNX,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,95.11,6369.97,Yes
3105-RPQGL,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),77.95,307.27,Yes
8137-JEUCS,Female,0,Yes,Yes,67,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,64.23,4298.46,No
7764-LCFND,Female,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),94.94,668.15,Yes
7642-RCTFP,Male,0,No,No,61,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,66.25,4044.97,No
2171-XCLSS,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),28.96,384.42,No
6856-BMZMB,Female,0,No,No,54,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),64.2,3473.58,No
3717-SVXPL,Male,0,Yes,No,3,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,65.44,188.5,Yes
8200-IQJRS,Female,0,No,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),88.84,4265.47,Yes
6190-YSXOI,Male,0,Yes,No,39,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,87.39,3412.97,Yes
7953-WTTDF,Male,0,Yes,Yes,9,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),67.73,604.23,No
6891-EILWH,Female,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,37.82,567.17,No
7260-EKWKM,Female,0,No,No,15,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,65.58,977.13,Yes
5039-YRSLL,Male,0,No,No,17,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.85,1467.89,Yes
2361-JGRLN,Female,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),91.01,442.61,Yes
6902-PBRLP,Female,0,Yes,Yes,38,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,62.73,2372.2,Yes
7476-TQRCW,Female,0,No,No,21,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),66.21,1386.46,No
7373-CSDTW,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.39,158.11,Yes
3471-GBUFP,Male,0,No,Yes,16,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),92.52,1489.18,Yes
4177-DMJUN,Female,0,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.74,1643.14,No
2544-KWRKQ,Male,0,Yes,No,50,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),61.17,3056.92,Yes
6761-CKRCZ,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.4,4182.82,Yes
6450-YTYKS,Female,0,No,No,14,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,78.69,1093.2,Yes
9027-AEJJN,Female,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),107.25,7718.17,No
3977-DBRMS,Female,0,Yes,Yes,55,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,91.79,5021.38,No
8443-BKZRF,Male,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.54,1694.57,No
3742-JVWQV,Female,0,No,Yes,17,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.62,965.54,Yes
5562-QXDZX,Male,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),90.73,2024.1,Yes
9953-NTDNZ,Male,0,No,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,31.6,1515.49,No
6539-FIULZ,Female,0,No,Yes,9,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,74.79,679.58,No
5061-HXDZY,Female,0,Yes,No,64,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,103.54,6636.16,Yes
5722-HIODY,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.29,1966.2,Yes
6855-HOSOE,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.89,60.98,Yes
8250-GFSYQ,Female,1,No,Yes,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.57,2888.43,Yes
3686-KOJKW,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,86.24,1550.2,Yes
1578-CRYKT,Male,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.89,2066.08,No
7321-YOGJU,Male,0,Yes,No,26,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,68.99,1795.23,No
8414-TJMOW,Female,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.92,480.52,Yes
6169-WDTQC,Female,1,No,Yes,70,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),80.47,5641.44,Yes
7196-BDAOY,Male,0,No,No,48,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),94.45,4542.59,No
7240-FGSLA,Male,0,No,Yes,22,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),64.16,1409.37,No
8462-SMZLL,Female,1,Yes,No,38,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.28,2229.81,Yes
4989-MNVLT,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.04,4844.99,Yes
7106-FJTXI,Male,0,No,Yes,33,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.22,2633.54,Yes
3721-GIYLE,Female,0,No,Yes,56,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),95.98,5374.21,No
9512-VOHAR,Male,1,No,No,48,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.43,2900.56,Yes
2500-AERPZ,Female,1,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,81.0,395.18,Yes
2865-DAWHE,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),84.11,246.38,Yes
8959-QGQFV,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29.56,170.36,No
4342-EORRY,Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,27.72,151.18,No
9244-UWFBQ,Male,0,No,Yes,68,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.06,6187.78,Yes
4871-UDLSB,Male,0,No,No,72,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,82.26,5929.09,Yes
5833-NOTBD,Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,95.0,1527.47,No
9530-IGMLC,Female,0,Yes,No,61,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,80.22,4902.56,Yes
9076-ONXIM,Male,0,No,No,2,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),63.62,133.85,No
3006-VDUHC,Female,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.92,1044.27,No
9722-WHQMG,Male,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.88,1362.3,No
2896-LNNOC,Female,1,Yes,Yes,8,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,59.3,456.5,Yes
1782-SXTNH,Male,0,No,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.44,1934.47,No
4139-NPTXF,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,31.55,246.48,No
4190-YFCOC,Female,0,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.87,1353.28,No
9138-CJRAP,Female,0,No,No,28,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.92,1819.33,Yes
6408-DCELY,Female,0,Yes,No,14,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),55.0,771.41,No
7443-MXLYP,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,95.37,3418.44,Yes
1991-MEXDU,Female,0,No,Yes,35,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Mailed check,69.69,2447.63,No
9046-LSUSU,Male,0,Yes,No,1,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,83.37,86.48,Yes
2099-ZNFAV,Female,0,Yes,Yes,67,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,55.3,3702.23,No
8457-XKCJF,Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.92,542.85,Yes
1005-TUBZZ,Male,0,Yes,No,8,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),63.84,522.48,Yes
9031-JWZFW,Male,0,No,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),93.94,4791.98,Yes
6083-QNEWQ,Male,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.38,264.77,Yes
9737-ILSVG,Male,1,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.17,137.36,Yes
9808-UPTKL,Male,0,Yes,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,84.82,3476.46,Yes
5142-RSPOE,Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),84.84,589.33,Yes
9142-RMDQD,Female,0,No,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,93.21,4468.47,Yes
8343-WONLC,Male,0,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),103.62,205.46,Yes
9359-FVNQU,Male,0,No,No,51,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,56.67,2892.91,No
9191-ZOAXW,Female,0,No,No,5,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,71.09,357.53,Yes
4081-NJJTK,Female,0,Yes,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,21.3,Yes
2653-PIONS,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,93.07,2395.75,Yes
2438-IDUGV,Female,0,Yes,Yes,5,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),61.18,309.24,Yes
6977-HXHSO,Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,92.64,190.98,Yes
3991-ZVWIZ,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.17,2516.29,Yes
3493-LPDEH,Male,0,No,No,19,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,62.35,1190.79,Yes
6083-FODUK,Female,0,Yes,No,65,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.14,6519.57,Yes
2284-RXORT,Male,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),86.44,1989.8,Yes
5507-MEAVR,Female,0,Yes,No,64,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),71.86,4596.73,No
1429-EFXYP,Male,0,No,Yes,50,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,87.75,4387.46,Yes
3996-LTRBW,Female,0,Yes,No,54,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),90.23,4862.56,Yes
1703-WMQQP,Female,1,No,No,36,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.25,2524.84,Yes
6297-HCQRZ,Female,0,No,No,13,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),64.56,842.4,No
5697-WFHWZ,Female,1,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.05,1424.95,Yes
8852-HSFWO,Female,0,No,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,63.7,326.63,No
9095-JQAGM,Male,1,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,30.64,685.92,No
7850-SOEKV,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,84.23,158.58,Yes
2617-CFCEI,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),97.9,190.22,Yes
8707-SMFKU,Female,0,Yes,No,38,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,82.2,3128.17,Yes
4476-NFFQK,Female,0,No,Yes,63,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,68.87,4339.37,No
5340-QXGGU,Female,1,Yes,No,26,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,67.73,1789.51,No
2024-YYHES,Male,0,No,Yes,14,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.33,725.16,Yes
3567-QSLWO,Male,0,No,Yes,11,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.42,1164.21,Yes
8203-WLMNE,Male,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,94.67,384.4,Yes
4613-GOMZP,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.43,384.5,No
7598-PWWMW,Female,1,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,93.23,477.92,Yes
5029-RNRSN,Female,0,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.0,165.74,Yes
8443-FHZZG,Male,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.25,910.31,No
5145-OTVSV,Female,0,No,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,31.06,1340.11,No
3612-UBHUK,Female,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,85.52,181.67,Yes
2790-IIQGI,Female,0,No,No,65,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,59.66,3879.6,Yes
8681-DNDBH,Male,0,No,No,20,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,72.89,1454.42,No
6311-NTYJQ,Male,0,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.46,543.65,Yes
8815-NUWHE,Male,0,Yes,Yes,2,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),50.5,88.8,No
3063-HJHIR,Female,0,Yes,No,47,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),62.17,2922.02,Yes
6154-QTOUQ,Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),95.62,1823.8,Yes
2639-BQREI,Male,0,Yes,Yes,21,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,74.35,1560.28,Yes
9424-BBSWC,Female,1,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.9,434.43,Yes
4600-NNNFC,Female,0,No,Yes,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),81.62,405.24,Yes
3944-PDAQR,Female,0,No,No,59,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),64.82,3830.44,No
8518-PZJHL,Male,1,No,No,64,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),83.26,5330.76,No
7037-PLKTS,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.24,5177.85,Yes
3688-CLIUV,Male,0,Yes,Yes,2,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),58.61,110.53,No
7820-AJQDO,Female,0,No,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.44,1853.93,No
5091-WOGOH,Male,1,No,No,49,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.25,4209.58,Yes
4037-ZWJRD,Male,0,No,Yes,37,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),58.43,2167.97,No
8402-VCOCO,Male,0,No,Yes,16,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),59.04,970.93,Yes
5133-ANPAU,Male,1,Yes,Yes,62,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),61.18,3797.96,Yes
9432-ZHRPF,Male,0,No,No,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.94,1076.49,No
3779-LTQNN,Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,97.51,298.71,Yes
5177-LBBQJ,Female,0,No,No,11,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),63.13,695.14,Yes
5885-SZUAX,Female,0,Yes,Yes,17,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,51.46,891.61,No
2496-DBSUL,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),82.24,1739.35,Yes
8625-MVWTW,Female,0,No,Yes,3,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),71.6,212.89,Yes
9590-ZCWTM,Female,0,No,Yes,4,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),100.23,391.51,Yes
1551-YGXHR,Male,0,No,No,20,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),102.23,2046.8,No
9360-FDOEZ,Female,0,No,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,282.88,No
6380-GIGIT,Female,0,Yes,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,94.01,1320.24,Yes
7153-ZDFXN,Female,0,No,No,54,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),57.08,3093.24,No
1400-MXGIK,Female,1,No,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,59.94,78.25,Yes
4851-UCOUJ,Female,0,No,No,2,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,78.05,152.49,Yes
2824-NTFBW,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,92.56,819.32,Yes
5775-ADDET,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.34,3723.33,Yes
8464-WMRQY,Female,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.2,1732.0,Yes
9000-VOBPT,Male,0,No,Yes,31,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),57.29,1786.66,Yes
6153-GCQXX,Female,1,Yes,No,2,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),70.86,123.59,No
8532-GYXCO,Female,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),92.31,186.1,Yes
3481-JWGIE,Female,1,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),87.51,2788.19,Yes
8411-HNDTN,Female,0,No,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.26,1248.57,No
9107-BMATG,Female,1,Yes,No,51,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,65.28,3324.5,Yes
4775-YIZQU,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.02,430.82,No
7476-WJPFP,Male,0,No,Yes,2,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,65.46,136.87,Yes
5089-TCIOM,Male,0,Yes,Yes,1,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,70.91,61.37,Yes
7953-TXMQG,Male,0,Yes,No,1,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,62.44,65.12,Yes
9347-FMQOD,Male,0,Yes,Yes,42,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),59.68,2525.27,No
5315-ONUKX,Female,0,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.88,1503.54,No
2374-DCBTJ,Male,0,Yes,No,49,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,58.43,2868.82,Yes
4411-ZUWYR,Male,1,No,Yes,17,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,86.89,1469.72,Yes
